sentence,label
yo price lastai happy cha,positive
"payment system dami pani cha, bakbas pani cha",neutral
"Tyre condition ma jabardast cha, late pani cha",neutral
Yo spare parts ma okay experience bhayo,neutral
staff haru scam cha,negative
yo mechanic kaam adhuro,negative
billing system ma normal experience bhayo,neutral
ma parts replacement bata waste of money,negative
yo thau dherai rude lagyo,negative
Yo mechanic ekdam hawa cha,negative
SERVICE TIME LASTAI CHITTO CHA,positive
yo garage santusta thiyo tara scam bhayo,negative
bike servicing bharpardo bhaena,negative
yo spare parts use garda bekar feel bhayo,negative
mero experience dhila chaina,positive
yo thau dherai thikkai lagyo,neutral
STAFF HARU USE GARDA THIKAI FEEL BHAYO,neutral
yo place ma sundar experience bhayo,positive
yo thau adhuro cha,negative
Car servicing bharpardo cha tara bigreko cha,negative
service time smooth cha,positive
yo workshop bakbas thiyo tara jabardast bhayo,positive
support team friendly chha,positive
staff haru dherai normal lagyo,neutral
engine condition ko barema kaam adhuro,negative
yo price ma thik experience bhayo,neutral
complaint handling imandar bhaena,negative
"overall experience ma cheap cha, angry pani cha",neutral
malai tyre condition risaune lagena,positive
mero car condition disappointed cha tara bhorosa cha,positive
malai worker haru prasanna lagyo,positive
overall experience naraamro cha,negative
yo place ko barema smooth cha,positive
yo bill lastai useless chha,negative
waiting time ma sahyog experience bhayo,positive
bike servicing ma jhur experience bhayo,negative
yo workshop bhorosa thiyo tara duplicate bhayo,negative
car servicing ko quality reasonable cha,positive
yo price nice thiena,negative
ma customer service bata recommend gardina,negative
malai engine kaam sahi lagyo,positive
service time ma okay experience bhayo,neutral
yo servicing lastai thikkai cha,neutral
"yo spare parts sipalu pani cha, chor pani chha",neutral
"engine condition ma bhorosilo cha, dhila pani cha",neutral
customer service lastai okay cha,neutral
VEHICLE PERFORMANCE USE GARDA THIKKAI FEEL BHAYO,neutral
yo bill ko barema on time,positive
"yo spare parts ma sahayogi cha, bakwas pani chha",neutral
malai yo auto workshop bakbas lagyo,negative
malai mero experience samanya lagyo,neutral
"mero experience sahi pani cha, overpriced pani cha",neutral
ma yo spare parts bata damage bhayo,negative
YO GARAGE RUDE THIENA,positive
yo workshop ma original parts,positive
replacement parts fake cha tara affordable cha,positive
mero car condition ekdam ramro cha,positive
"tyre condition awesome pani cha, samasya pani cha",neutral
PARTS REPLACEMENT MA VALUE FOR MONEY,positive
malai maintenance service samanya lagyo,neutral
yo servicing center ko barema engine check,neutral
yo charge ekdam pathetic cha,negative
vehicle performance nikamma cha tara mast cha,positive
yo thau ma waste experience bhayo,negative
yo auto workshop kaam sakiyo,neutral
service cost thik chha,neutral
WAITING TIME HELPFUL CHAINA,negative
engine kaam asal bhaena,negative
"waiting time ma khusi cha, useless pani cha",neutral
mero experience lastai imandar chha,positive
repair cost bakwas thiyo tara excellent bhayo,positive
malai complaint handling late lagena,positive
yo charge fohor cha,negative
repair time ekdam normal cha,neutral
yo mechanic shop ma thikkai experience bhayo,neutral
Yo charge cheat chha,negative
waiting time dherai thik lagyo,neutral
service time ma used parts,negative
yo workshop use garda slow feel bhayo,negative
overall experience dherai galti lagyo,negative
repair cost use garda disappointed feel bhayo,negative
service cost use garda disappointed feel bhayo,negative
maintenance service dherai bad lagyo,negative
complaint handling dherai okay lagyo,neutral
malai waiting time thikkai lagyo,neutral
ma phone response bata just okay,neutral
malai bike servicing samanya lagyo,neutral
replacement parts worsened thiena,positive
yo garage dherai naramo lagyo,negative
yo thau ma reliable experience bhayo,positive
yo mechanic lastai late cha,negative
complaint handling ko quality bakbas cha,negative
engine repair use garda thikkai feel bhayo,neutral
repair cost dherai quality lagyo,positive
payment system majja thiyo tara late bhayo,negative
Malai delivery time thikkai lagyo,neutral
malai staff haru sahi lagyo,positive
yo auto workshop lastai honest cha,positive
replacement parts imandar cha tara careless cha,negative
yo auto workshop lastai majja cha,positive
engine condition sahyog bhaena,negative
service time duplicate parts,negative
yo servicing center ma value for money,positive
yo bill lastai thikai cha,neutral
malai replacement parts nice lagena,negative
repair time khera cha tara friendly cha,positive
yo thau lastai bhorosa cha,positive
phone response satisfied chaina,negative
YO MECHANIC SHOP OK CHHA,neutral
yo bill pura risaune chaina,positive
yo spare parts bharpardo chha tara samasya cha,negative
yo workshop kaam sakiyo,neutral
yo bill awesome cha tara frustrated cha,negative
yo garage duplicate cha tara recommend cha,positive
ma yo charge bata top quality,positive
ma support team bata worth it,positive
maintenance service lastai dhanyabad cha,positive
"yo thau friendly pani cha, dhokha pani cha",neutral
yo place ekdam average chha,neutral
ma yo price bata kaam sakiyo,neutral
"yo garage ma chitto cha, cheat pani cha",neutral
PHONE RESPONSE MA PAISA KHERA,negative
"parts replacement sahayogi pani cha, awful pani cha",neutral
malai yo mechanic okay lagyo,neutral
delivery time ma average experience bhayo,neutral
yo bill ma used parts,negative
yo auto workshop dherai ok lagyo,neutral
"yo price santusta pani cha, rubbish pani cha",neutral
repair time dherai thikai lagyo,neutral
service cost duplicate parts,negative
mero bike condition ma best experience bhayo,positive
waiting time bakwas cha tara great chha,positive
complaint handling ko quality safa cha,positive
yo charge lastai quick cha,positive
Mero experience dherai jhur lagyo,negative
staff haru fake chaina,positive
bill amount ko barema thikai cha,neutral
"payment system ma gajjab cha, slow pani cha",neutral
yo servicing pura worst chaina,positive
overall experience ekdam okay cha,neutral
vehicle performance ko barema recommend gardina,negative
repair cost lastai luteko cha,negative
waiting time ekdam ok cha,neutral
delivery time lastai gajjab cha,positive
engine kaam lastai thikai cha,neutral
"brake system fast pani cha, scam pani cha",neutral
yo workshop engine check,neutral
replacement parts ma faltu experience bhayo,negative
yo spare parts dherai mitho lagyo,positive
car servicing jhur chha tara sahi cha,positive
engine condition ekdam raamro cha,positive
yo servicing dherai samanya lagyo,neutral
customer service use garda galti feel bhayo,negative
"yo mechanic shop bhorosilo pani cha, dukha pani chha",neutral
malai mero car condition affordable lagyo,positive
staff haru ma low quality,negative
parts quality normal cha,neutral
delivery time ko barema original parts,positive
maintenance service poor chaina,positive
yo bill pura rubbish chaina,positive
yo spare parts ma just okay,neutral
TYRE CONDITION USE GARDA DURABLE FEEL BHAYO,positive
car servicing ma hawa experience bhayo,negative
staff haru sundar thiena,negative
phone response ma damage bhayo,negative
malai support team phutyo lagena,positive
staff haru sipalu cha tara naramro cha,negative
engine kaam ma ramro bhayo,positive
mero bike condition lastai damage cha,negative
waiting time bhalo bhaena,negative
yo charge ko quality careless cha,negative
engine condition phutyo thiyo tara helpful bhayo,positive
ma yo price bata kaam adhuro,negative
service cost bhalo cha tara samasya cha,negative
malai vehicle performance recommend lagyo,positive
"customer service ma cheap cha, rubbish pani cha",neutral
engine repair ramro bhayo,positive
billing system on time,positive
engine kaam ma on time,positive
"engine kaam babbal pani cha, rude pani cha",neutral
maintenance service ko quality affordable chha,positive
yo place use garda dhanyabad feel bhayo,positive
malai yo servicing terrible lagena,positive
yo mechanic dai use garda genuine feel bhayo,positive
repair time asal cha,positive
car servicing ma ramro lagyo,positive
repair cost ekdam fast cha,positive
yo thau use garda chitto feel bhayo,positive
"battery service ma helpful cha, careless pani cha",neutral
service cost ko barema recommend gardina,negative
customer service ko barema on time,positive
malai engine condition good lagena,negative
malai yo place bekar lagena,positive
worker haru disappointed cha,negative
mero car condition thikkai cha,neutral
mero experience lastai unprofessional cha,negative
overall experience lastai chitto cha,positive
repair cost ko quality smooth cha,positive
engine condition ma samanya experience bhayo,neutral
malai yo auto workshop safa lagena,negative
mero car condition lastai frustrated cha,negative
service time satisfied cha,positive
maintenance service ko barema ali thik,neutral
"overall experience ma great cha, jhur pani cha",neutral
ma yo repair service bata chitta bujhyo,positive
bill amount ma sifaris experience bhayo,positive
repair time ma service bhayo,neutral
replacement parts awesome thiyo tara mahango bhayo,negative
yo charge safa cha tara jhutho cha,negative
WORKER HARU NO RESPONSE,negative
ma customer service bata problem solve bhayo,positive
yo mechanic shop ekdam thag cha,negative
service time ma highly recommend,positive
yo garage bhalo cha tara naramro cha,negative
YO PRICE QUALITY CHA,positive
overall experience awful thiyo tara mast bhayo,positive
customer service honest thiyo tara careless bhayo,negative
car servicing dhokha cha,negative
yo charge lajawab thiyo tara unprofessional bhayo,negative
yo mechanic dai quality bhaena,negative
yo servicing center thikai cha,neutral
repair cost khusi thiyo tara mahengo bhayo,negative
MALAI YO SPARE PARTS AWESOME LAGYO,positive
yo servicing center ma ok experience bhayo,neutral
car servicing ma engine bigriyo,negative
yo auto workshop ko quality sipalu cha,positive
malai support team professional lagena,negative
MALAI YO PRICE THIKKAI LAGYO,neutral
vehicle performance thag cha,negative
tyre condition ekdam waste cha,negative
"mero bike condition genuine pani cha, terrible pani cha",neutral
"yo spare parts ma honest cha, na ramro pani cha",neutral
service time ok cha,neutral
yo spare parts lastai sifaris cha,positive
Mero car condition ekdam worsened cha,negative
yo mechanic dai bharpardo bhaena,negative
tyre condition ko barema thik jasto,neutral
engine repair okay cha,neutral
mero car condition ko barema engine bigriyo,negative
payment system ramrari thiyo tara raddi bhayo,negative
malai mero experience normal lagyo,neutral
engine repair ma normal experience bhayo,neutral
brake system normal cha,neutral
battery service use garda sifaris feel bhayo,positive
yo workshop dherai careless lagyo,negative
yo servicing center angry thiyo tara ramro bhayo,positive
staff haru ekdam lajawab cha,positive
YO MECHANIC DAI KO QUALITY JHYAU CHA,negative
engine condition ko quality professional cha,positive
YO MECHANIC USE GARDA RAAMRO FEEL BHAYO,positive
ENGINE KAAM ASAL CHA TARA FRAUD CHA,negative
support team ramro cha,positive
COMPLAINT HANDLING BHOROSILO CHAINA,negative
